,GEOID,total_population,white_population,non_white_percent
5593,360470184002,1229,603,50.94
6072,360810081001,1761,864,50.94
3348,360810945002,1894,929,50.95
5115,360470494001,1340,657,50.97
6053,360810062025,963,472,50.99
3379,360050337001,556,272,51.08
6574,360470594041,1487,727,51.11
5780,360810053003,972,475,51.13
6303,360610043002,958,468,51.15
5862,360050184002,1231,601,51.18
6238,360470566001,1430,698,51.19
298,360811123002,1082,528,51.20
4448,360470436003,1488,726,51.21
2695,360610303002,935,456,51.23
1941,360470278001,1797,876,51.25
451,360850008003,2046,997,51.27
5092,360470482004,747,364,51.27
1594,360610199004,1687,822,51.27
2088,360810159003,456,222,51.32
6424,360810679001,424,206,51.42
2276,360470296003,1575,765,51.43
23,360470160003,1178,572,51.44
32,360470174001,1020,495,51.47
1779,360810591001,1282,622,51.48
5640,360470527003,738,358,51.49
6750,360810713044,2373,1151,51.50
5639,360470527002,699,339,51.50
5529,360810577002,1498,726,51.54
3433,360470015011,2671,1294,51.55
4773,360470453001,1150,557,51.57
1927,360470272003,1140,552,51.58
2824,360850228011,95,46,51.58
2411,360810185012,1355,656,51.59
3924,360811032023,2348,1136,51.62
1090,360810138001,1596,772,51.63
4609,360811291033,817,395,51.65
2914,360470337022,1359,657,51.66
2005,360610066009,1333,644,51.69
1271,360050286002,731,353,51.71
6707,360810134004,524,253,51.72
1833,360470449023,29,14,51.72
5325,360470160002,1007,486,51.74
5226,360811551034,1055,509,51.75
5064,360470145002,1221,589,51.76
5741,360610201011,1863,898,51.80
4043,360470059002,880,424,51.82
6203,360470229001,800,385,51.88
3956,360811129003,977,470,51.89
5872,360470197003,1279,615,51.92
2813,360850213003,1419,682,51.94
4761,360470446001,795,382,51.95
1074,360810105004,917,440,52.02
2010,360610068004,2086,1000,52.06
6214,360470233001,1333,639,52.06
4741,360470129022,2562,1228,52.07
6197,360470226001,1373,658,52.08
5097,360470485001,948,454,52.11
6297,360610041005,1247,597,52.13
593,360470578002,1723,824,52.18
5504,360810551003,1040,497,52.21
1669,360810551001,844,403,52.25
5334,360470164001,775,370,52.26
236,360810997044,394,188,52.28
6068,360810075001,1920,916,52.29
2613,360470762002,1541,735,52.30
1764,360610307001,734,349,52.45
6554,360470258003,1725,820,52.46
384,360811429001,834,396,52.52
1073,360810105002,1009,479,52.53
928,360810062024,955,453,52.57
5658,360470534004,951,451,52.58
6737,360810697022,724,343,52.62
6740,360810707001,737,349,52.65
5605,360470191003,809,383,52.66
2222,360050248002,1392,659,52.66
1089,360810136001,1143,541,52.67
6444,360850039002,1477,698,52.74
4731,360470126001,1245,588,52.77
6774,360850105001,811,383,52.77
1233,360810183003,1398,660,52.79
359,360470386001,2155,1017,52.81
1231,360810181022,1242,586,52.82
3955,360811129001,708,334,52.82
202,360470286005,1268,597,52.92
2514,360850187031,1751,824,52.94
1138,360050264002,1152,542,52.95
6752,360810713053,1712,805,52.98
63,360810711001,1138,535,52.99
5627,360470520001,1555,731,52.99
909,360810019011,1434,674,53.00
943,360050184004,1079,507,53.01
5703,360610018002,1028,483,53.02
1780,360810591004,1339,629,53.02
1600,360610207011,1614,758,53.04
396,360811551033,1121,526,53.08
2396,360610295001,1961,920,53.09
5179,360810513002,1126,528,53.11
924,360810053004,1635,766,53.15
5213,360811483002,549,257,53.19
189,360470270001,1417,663,53.21
77,360810743004,1262,590,53.25
757,360610026021,2177,1017,53.28
4437,360470430003,1593,744,53.30
2311,360470742001,1833,856,53.30
1097,360810149002,1090,509,53.30
2314,360470746001,1206,563,53.32
6744,360810711002,2241,1046,53.32
6052,360810062023,1052,491,53.33
5737,360610199003,1792,836,53.35
2671,360610089003,1912,891,53.40
2141,360810773002,571,266,53.42
6755,360810713063,1271,591,53.50
1288,360050316002,837,389,53.52
6284,360610038003,1332,619,53.53
2519,360850189021,2047,951,53.54
5172,360810507002,1750,813,53.54
4750,360470134001,1506,699,53.59
1462,360610187005,1797,833,53.64
5569,360050158001,1442,668,53.68
6733,360810697011,1555,720,53.70
4606,360811291024,899,416,53.73
2277,360470296004,1299,601,53.73
1846,360610121011,1565,724,53.74
617,360850201001,1814,839,53.75
4419,360470424003,1274,589,53.77
1091,360810140002,1885,871,53.79
2515,360850187032,2225,1028,53.80
5585,360470179003,739,341,53.86
2117,360810737001,919,424,53.86
4430,360470428001,1381,637,53.87
276,360470329001,1510,696,53.91
3347,360810945001,2433,1121,53.93
1362,360810281003,1269,584,53.98
266,360470314011,1164,535,54.04
3292,360610125003,690,317,54.06
6070,360810077001,2114,971,54.07
438,360470460003,682,313,54.11
2254,360470288001,1096,503,54.11
319,360811227033,1238,568,54.12
301,360811139003,1114,511,54.13
3141,360050319001,454,208,54.19
206,360470290002,1360,623,54.19
6209,360470231003,775,355,54.19
4407,360470101001,1415,648,54.20
2140,360810773001,1127,516,54.21
3457,360470033002,3970,1817,54.23
5215,360811507011,1139,521,54.26
5785,360810057002,829,379,54.28
2470,360810809005,771,352,54.35
5217,360811507021,942,430,54.35
212,360470300001,1043,476,54.36
3928,360811039002,2220,1013,54.37
6743,360810709002,1258,574,54.37
6073,360810083001,1155,527,54.37
548,360850173001,1486,677,54.44
4125,360470423002,1618,737,54.45
759,360610028003,1862,848,54.46
5945,360470554003,1175,535,54.47
6575,360470594042,1577,718,54.47
3564,360610129011,2509,1140,54.56
469,360850075002,1314,597,54.57
1184,360610117002,3416,1552,54.57
2999,360610111002,1528,694,54.58
5176,360810511002,1209,549,54.59
424,360470436002,1229,558,54.60
68,360810713061,1707,775,54.60
124,360470241002,1227,557,54.60
3565,360610129012,5384,2444,54.61
6758,360810717013,1413,641,54.64
5726,360610195003,2420,1096,54.71
1984,360470686002,985,446,54.72
495,360470513002,994,450,54.73
2586,360470305002,1911,865,54.74
5923,360470545005,1863,843,54.75
1823,360470199002,747,338,54.75
1469,360610191006,1240,561,54.76
5939,360470551002,1172,530,54.78
3776,360470391002,2102,950,54.80
6011,360610211003,1795,811,54.82
237,360810997051,2687,1214,54.82
1086,360810130001,713,322,54.84
2713,360810219001,31,14,54.84
5991,360610031001,2913,1315,54.86
6301,360610042003,2289,1033,54.87
6264,360470580001,1853,835,54.94
91,360470195003,1245,561,54.94
6793,360850125002,858,386,55.01
249,360811033004,796,358,55.03
5942,360470552003,1134,510,55.03
3847,360610135023,3551,1597,55.03
509,360470532001,1283,577,55.03
82,360810769021,1390,625,55.04
3654,360811008042,1884,847,55.04
2879,360470317023,1484,667,55.05
5351,360470170001,959,431,55.06
5630,360470523002,1157,519,55.14
1636,360810476001,696,312,55.17
5988,360610030014,971,435,55.20
6532,360470248002,1331,596,55.22
2130,360810745001,2164,969,55.22
5286,360050132003,1452,650,55.23
5738,360610199005,1513,676,55.32
4613,360811291044,706,315,55.38
5604,360470191002,1150,513,55.39
5065,360470145003,973,434,55.40
234,360810997031,1427,635,55.50
2541,360050266011,1668,742,55.52
125,360470243001,1554,691,55.53
1803,360810639002,749,333,55.54
5120,360470496002,1505,669,55.55
6294,360610041001,945,420,55.56
6701,360810128001,1152,512,55.56
3398,360050351003,1099,488,55.60
6538,360470252001,773,343,55.63
5704,360610189002,2122,941,55.66
640,360850291044,1784,791,55.66
6256,360470574002,1139,505,55.66
1323,360610151023,1942,861,55.66
1281,360050300002,1514,671,55.68
5806,360810591003,1302,577,55.68
6541,360470253001,1562,692,55.70
4830,360471522001,1443,639,55.72
4620,360811333002,705,312,55.74
2213,360050244001,981,434,55.76
6205,360470229004,1343,594,55.77
296,360470355003,1857,821,55.79
4065,360470068001,1534,678,55.80
3961,360811141002,1118,494,55.81
96,360470199004,1087,480,55.84
3840,360610135011,1921,848,55.86
199,360470284002,1468,648,55.86
2896,360470329002,1541,680,55.87
2749,360810253013,1135,500,55.95
5581,360470176002,1344,592,55.95
1749,360610271004,1188,523,55.98
6770,360850097012,1229,541,55.98
3191,360470351022,1198,527,56.01
2134,360810757011,2004,881,56.04
5090,360470482002,1465,644,56.04
3300,360810279004,704,309,56.11
6187,360470219001,1096,481,56.11
604,360470594031,962,422,56.13
5523,360810567004,1474,646,56.17
5863,360050184003,1043,457,56.18
1772,360810567002,1356,594,56.19
6457,360850064003,2130,932,56.24
6260,360470576002,1463,640,56.25
5356,360470172002,1498,655,56.28
6601,360470626001,963,421,56.28
6766,360810723002,927,405,56.31
6071,360810079001,2460,1074,56.34
6662,360610238042,1650,720,56.36
5712,360610191005,1419,619,56.38
6467,360850075003,1889,824,56.38
6129,360850008002,2158,941,56.39
4614,360811291045,1250,545,56.40
2570,360470298001,1661,724,56.41
5474,360810007022,985,429,56.45
4250,360811147002,1029,448,56.46
5607,360470192002,1137,495,56.46
5102,360470488001,1331,579,56.50
5222,360811529021,660,287,56.52
2061,360610265001,1019,442,56.62
5705,360610189004,1160,503,56.64
61,360810703002,1094,474,56.67
5744,360610203001,1893,820,56.68
474,360470490003,843,365,56.70
3136,360050312002,756,327,56.75
120,360470231001,1234,533,56.81
5225,360811551032,1061,458,56.83
5612,360470193003,680,293,56.91
201,360470286002,1334,574,56.97
1050,360610099032,2366,1018,56.97
3940,360811085003,1058,455,56.99
3930,360811047001,1254,539,57.02
4251,360811151001,1087,467,57.04
5221,360811529013,2243,963,57.07
302,360811147001,804,345,57.09
5812,360810595021,1119,480,57.10
2113,360810729001,772,331,57.12
5636,360470526002,1185,508,57.13
2975,360610099031,14,6,57.14
3657,360811010022,1872,801,57.21
2260,360470290003,1852,792,57.24
5642,360470527005,772,330,57.25
903,360810007021,1598,683,57.26
6204,360470229003,840,359,57.26
5352,360470170002,1374,587,57.28
6785,360850114012,2332,996,57.29
6739,360810703001,1131,483,57.29
2065,360610265005,972,415,57.30
5880,360470202001,1101,470,57.31
5631,360470523004,778,332,57.33
3774,360470389003,1071,457,57.33
1842,360610026011,1845,787,57.34
5207,360810539013,1133,483,57.37
5108,360470491002,873,372,57.39
2046,360610255002,1146,488,57.42
3787,360470398001,1705,726,57.42
5624,360470518002,1400,596,57.43
5238,360811579013,841,358,57.43
2537,360050264003,1403,596,57.52
6441,360850033002,2305,979,57.53
3929,360811039004,1378,585,57.55
260,360470305003,2380,1009,57.61
92,360470196002,1380,585,57.61
3435,360470015021,5801,2459,57.61
3958,360811139001,946,401,57.61
2406,360810183002,1062,450,57.63
504,360470523003,1164,493,57.65
2233,360050252002,1205,509,57.76
2004,360610066008,1511,638,57.78
5091,360470482003,2017,850,57.86
493,360470511003,1393,586,57.93
363,360470389002,873,367,57.96
323,360811247003,1219,512,58.00
5886,360470206001,1317,553,58.01
3083,360850247002,1477,620,58.02
1230,360810181012,1357,569,58.07
2600,360470314015,943,395,58.11
3661,360811010042,2089,874,58.16
4417,360470424001,1193,499,58.17
348,360470370003,1636,684,58.19
1126,360050244002,1426,596,58.20
6573,360470594032,1340,560,58.21
4952,360811459002,1075,449,58.23
2249,360470286001,1341,560,58.24
3845,360610135021,1468,613,58.24
2264,360470292002,1291,539,58.25
3841,360610135012,2115,883,58.25
3949,360811099002,923,385,58.29
329,360811333004,1104,460,58.33
4769,360470449014,24,10,58.33
6552,360470258001,1553,647,58.34
3313,360810287002,1025,427,58.34
81,360810757023,1810,754,58.34
60,360810697023,1090,454,58.35
69,360810713064,999,416,58.36
5594,360470185011,711,296,58.37
3466,360470362002,1290,537,58.37
4589,360811227034,1618,673,58.41
3082,360810938003,1816,755,58.43
6531,360470248001,1316,547,58.43
6116,360810645002,1252,520,58.47
2471,360810809007,1166,484,58.49
1824,360470221002,1415,587,58.52
2399,360610295004,1829,757,58.61
456,360850036002,1351,559,58.62
4425,360470426003,1149,475,58.66
2255,360470288002,1316,544,58.66
59,360810687001,1297,536,58.67
6783,360850112041,46,19,58.70
5963,360610022011,1892,781,58.72
5940,360470551004,1243,513,58.73
2854,360050289003,1105,456,58.73
2151,360810779043,1883,777,58.74
4953,360811459003,1035,427,58.74
5580,360470176001,1074,443,58.75
4920,360811347023,17,7,58.82
6127,360850007003,911,375,58.84
5500,360810549001,1108,456,58.84
80,360810757013,1580,650,58.86
2443,360810216011,2678,1101,58.89
824,360470800002,1102,453,58.89
5874,360470198002,1265,520,58.89
3942,360811093001,983,404,58.90
3389,360050343002,804,330,58.96
2862,360050295004,709,291,58.96
89,360470188001,1289,529,58.96
4957,360811467003,873,358,58.99
3268,360610117001,1773,727,59.00
4612,360811291043,927,380,59.01
71,360810717021,2609,1068,59.06
4735,360470127002,1481,606,59.08
3148,360050326003,753,308,59.10
6738,360810697024,1445,591,59.10
2584,360470304002,1764,721,59.13
2360,360610084002,1952,797,59.17
5992,360610031002,76,31,59.21
259,360470304003,1376,561,59.23
2998,360610111001,3087,1258,59.25
4595,360811247002,1424,580,59.27
4764,360470447002,818,333,59.29
1983,360470686001,764,311,59.29
3846,360610135022,1312,534,59.30
4831,360471522002,887,361,59.30
2536,360050264001,1659,674,59.37
933,360810069002,2159,877,59.38
6742,360810709001,1377,559,59.40
4883,360810476002,678,275,59.44
6663,360610238043,1201,487,59.45
6745,360810711003,1132,459,59.45
929,360810062027,1811,734,59.47
5706,360610189005,1819,737,59.48
250,360811039003,1272,515,59.51
5758,360810031002,1347,545,59.54
6278,360610036013,1681,680,59.55
2221,360050248001,1199,485,59.55
1783,360810595022,1593,644,59.57
2114,360810729002,718,290,59.61
6030,360610217031,545,220,59.63
1988,360470696011,1546,624,59.64
2000,360610066002,1234,498,59.64
2587,360470305004,1745,704,59.66
6727,360810693001,1703,687,59.66
3140,360050318002,1249,503,59.73
5218,360811507022,765,308,59.74
3953,360811113003,821,330,59.81
109,360470219003,1682,676,59.81
2530,360050256001,1075,432,59.81
807,360050162002,901,362,59.82
481,360470496001,1810,727,59.83
5599,360470188002,1666,669,59.84
1287,360050314002,1026,412,59.84
1659,360810525002,832,334,59.86
1304,360050345002,1592,638,59.92
330,360811341002,1390,557,59.93
4447,360470436001,1977,792,59.94
5629,360470523001,1531,613,59.96
5759,360810033011,4399,1761,59.97
433,360470449022,15,6,60.00
5370,360470504022,858,343,60.02
5103,360470488002,1389,554,60.12
5786,360810057003,1467,585,60.12
3257,360610113001,216,86,60.19
1282,360050300004,1191,474,60.20
5907,360470215003,1480,588,60.27
1926,360470272001,1116,443,60.30
2868,360050300005,885,351,60.34
5227,360811551041,1707,676,60.40
5805,360810591002,1303,516,60.40
2923,360470806001,2043,809,60.40
6712,360810140001,2067,818,60.43
590,360470574001,1421,562,60.45
2110,360810181011,1009,399,60.46
420,360470432002,1967,777,60.50
1554,360050456003,1013,400,60.51
5107,360470490002,2670,1054,60.52
2263,360470292001,1490,588,60.54
1471,360610193002,1499,591,60.57
483,360470498001,1673,658,60.67
5116,360470494002,1695,666,60.71
455,360850033001,1433,563,60.71
4903,360810493021,1607,631,60.73
6452,360850050002,1391,546,60.75
3262,360610115001,1804,708,60.75
2307,360470738002,1007,395,60.77
6014,360610211007,852,334,60.80
3783,360470395003,1182,463,60.83
6352,360810088001,1988,778,60.87
2565,360050276001,23,9,60.87
5996,360610203002,1981,775,60.88
6754,360810713062,2204,862,60.89
4290,360811223003,1345,526,60.89
1666,360810547001,1419,554,60.96
4712,360470112001,2479,967,60.99
3952,360811113001,1039,405,61.02
5632,360470523005,775,302,61.03
3927,360811039001,1748,681,61.04
5199,360810535011,1058,412,61.06
5486,360810019031,2214,862,61.07
6265,360470580002,1649,642,61.07
3465,360470362001,1832,713,61.08
2079,360810157001,1655,643,61.15
3116,360850303011,3110,1208,61.16
129,360470246002,1190,462,61.18
1067,360810088002,1461,567,61.19
1813,360050343001,902,350,61.20
1224,360810169003,1383,535,61.32
1048,360610099012,75,29,61.33
5742,360610201022,1315,508,61.37
2572,360470298003,1122,433,61.41
6076,360810086002,1302,502,61.44
453,360850017001,1022,394,61.45
2538,360050264004,1479,570,61.46
2045,360610255001,2044,787,61.50
4368,360050409002,413,159,61.50
5716,360610193003,1503,578,61.54
4015,360050389003,921,354,61.56
6672,360610241002,1535,590,61.56
3263,360610115002,2059,790,61.63
4593,360811241002,1127,432,61.67
5512,360810557002,1251,479,61.71
2334,360610076001,2228,853,61.71
193,360470274002,2009,769,61.72
5582,360470178001,1324,506,61.78
4938,360811429002,1291,493,61.81
827,360470806002,1738,663,61.85
5684,360610014021,1745,665,61.89
6442,360850036001,1441,549,61.90
6639,360610062001,953,363,61.91
2243,360470282002,1103,420,61.92
55,360810679002,2596,988,61.94
1142,360050266023,1540,586,61.95
595,360470582001,989,376,61.98
2542,360050266012,855,325,61.99
389,360811483001,955,363,61.99
2585,360470305001,1213,461,62.00
3339,360810942011,2554,970,62.02
4948,360811451011,1501,570,62.03
2717,360810220022,1675,636,62.03
1647,360810493022,1891,717,62.08
4713,360470112002,1013,384,62.09
2148,360810779032,1040,394,62.12
1605,360610211001,1986,752,62.13
4762,360470446002,1231,466,62.14
36,360470180001,1447,547,62.20
5620,360470196003,1613,609,62.24
72,360810719002,1666,629,62.24
5976,360610028002,1687,636,62.30
3291,360610125002,953,359,62.33
2841,360050281002,807,304,62.33
70,360810717012,1216,458,62.34
387,360811471001,1803,679,62.34
5772,360810045001,1182,445,62.35
3472,360470364001,1764,664,62.36
4235,360810426001,364,137,62.36
1196,360610125001,465,175,62.37
2152,360810779051,1795,675,62.40
386,360811467001,1325,498,62.42
1760,360610287002,1398,525,62.45
4443,360470434001,1589,596,62.49
2693,360610299002,8,3,62.50
5532,360811617004,1608,603,62.50
4598,360811265001,822,308,62.53
1285,360050310001,1162,435,62.56
4931,360811399002,1074,402,62.57
86,360810779031,759,284,62.58
3778,360470393001,1322,494,62.63
2980,360610103002,827,309,62.64
3391,360050345001,1304,487,62.65
5219,360811507024,482,180,62.66
5584,360470179002,1739,649,62.68
2604,360470315001,1447,540,62.68
1942,360470278002,1745,651,62.69
5531,360811617003,965,360,62.69
1249,360810220021,802,299,62.72
4426,360470427001,1315,490,62.74
5209,360811471002,1436,535,62.74
1919,360470268001,1254,467,62.76
3950,360811099003,1223,455,62.80
5223,360811529023,2007,746,62.83
2408,360810183005,1167,433,62.90
5715,360610193001,1367,507,62.91
4763,360470447001,1641,608,62.95
1920,360470268003,1498,555,62.95
