"","GEOID","total_population","white_population","non_white_percent"
"1791","360810621003",1157,772,33.275713050994
"1792","360810623001",917,534,41.7666303162486
"1793","360810625001",1126,710,36.9449378330373
"1794","360810626002",1220,22,98.1967213114754
"1795","360810627002",1480,766,48.2432432432432
"1796","360810629002",1153,671,41.8039895923677
"1797","360810630002",630,8,98.7301587301587
"1798","360810633011",1587,1128,28.9224952741021
"1799","360810635001",1018,759,25.4420432220039
"1800","360810637002",1136,739,34.9471830985916
"1801","360810638001",741,31,95.8164642375169
"1802","360810638004",865,51,94.1040462427746
"1803","360810639002",749,333,55.5407209612817
"1804","360810645001",812,429,47.1674876847291
"1805","360810657032",880,702,20.2272727272727
"1806","360810659001",925,772,16.5405405405405
"1807","360810660002",2018,94,95.3419226957384
"1808","360810663012",1232,890,27.7597402597403
"1809","360050027011",1181,128,89.1617273497036
"1810","360050056001",946,95,89.9577167019027
"1811","360050078004",1126,97,91.3854351687389
"1812","360050093013",1626,126,92.2509225092251
"1813","360050343001",902,350,61.1973392461197
"1814","360050391001",1300,160,87.6923076923077
"1815","360050420002",1535,125,91.85667752443
"1816","360470003012",847,706,16.6469893742621
"1817","360470030002",922,470,49.0238611713666
"1818","360470054001",1562,1254,19.7183098591549
"1819","360470080002",1294,204,84.2349304482226
"1820","360470130001",1232,453,63.2305194805195
"1821","360470152003",1032,609,40.9883720930233
"1822","360470174000",0,0,NA
"1823","360470199002",747,338,54.7523427041499
"1824","360470221002",1415,587,58.5159010600707
"1825","360470245001",975,321,67.0769230769231
"1826","360470265002",1250,354,71.68
"1827","360470285011",636,231,63.6792452830189
"1828","360470300006",0,0,NA
"1829","360470321002",1369,244,82.1767713659605
"1830","360470391001",3674,1353,63.1736526946108
"1831","360470413002",1289,238,81.5360744763382
"1832","360470433003",1852,468,74.7300215982721
"1833","360470449023",29,14,51.7241379310345
"1834","360470491001",1852,400,78.4017278617711
"1835","360470531022",2163,1930,10.7720758206195
"1836","360470554002",1584,1079,31.8813131313131
"1837","360470610023",1754,1640,6.49942987457241
"1838","360470756001",1017,788,22.5172074729597
"1839","360470856003",1418,39,97.2496473906911
"1840","360470900003",836,24,97.1291866028708
"1841","360470946002",683,2,99.7071742313324
"1842","360610026011",1845,787,57.3441734417344
"1843","360610039001",2896,2211,23.6533149171271
"1844","360610094002",18,9,50
"1845","360610106020",0,0,NA
"1846","360610121011",1565,724,53.7380191693291
"1847","360610129020",0,0,NA
"1848","360610137003",1782,1006,43.5465768799102
"1849","360610169006",1398,1090,22.0314735336195
"1850","360610180005",2012,187,90.7057654075547
"1851","360610192001",645,150,76.7441860465116
"1852","360610209011",1588,299,81.1712846347607
"1853","360610222002",1413,419,70.34677990092
"1854","360610235021",2206,260,88.2139619220308
"1855","360610255004",883,316,64.2129105322763
"1856","360610285003",1198,252,78.9649415692821
"1857","360810034002",1415,143,89.8939929328622
"1858","360811033002",1138,627,44.9033391915641
"1859","360811277003",777,588,24.3243243243243
"1860","360811417001",741,270,63.5627530364373
"1861","360811551031",1136,701,38.2922535211268
"1862","360811617001",1196,365,69.4816053511706
"1863","360850074000",0,0,NA
"1864","360050223002",1077,82,92.3862581244197
"1865","360050223003",1608,133,91.728855721393
"1866","360050224011",1400,333,76.2142857142857
"1867","360050224012",1387,267,80.7498197548666
"1868","360050224032",2111,476,77.4514448128849
"1869","360050224041",648,111,82.8703703703704
"1870","360050224043",2396,535,77.6711185308848
"1871","360050225001",1108,74,93.3212996389892
"1872","360050225003",1293,158,87.7803557617943
"1873","360050225004",912,66,92.7631578947368
"1874","360050225006",1720,88,94.8837209302326
"1875","360050227011",1298,64,95.0693374422188
"1876","360050227013",2134,90,95.7825679475164
"1877","360050227021",1634,97,94.0636474908201
"1878","360050228001",1734,551,68.2237600922722
"1879","360050228002",1927,432,77.5817332641411
"1880","360050228004",1309,188,85.6378915202445
"1881","360050229012",1262,87,93.1061806656101
"1882","360050229013",865,65,92.485549132948
"1883","360050229015",1718,126,92.6658905704307
"1884","360050229021",1242,80,93.5587761674718
"1885","360050229023",1212,82,93.2343234323432
"1886","360050230001",1418,197,86.1071932299013
"1887","360050231001",1464,90,93.8524590163934
"1888","360050232001",1446,441,69.5020746887967
"1889","360050233011",1208,79,93.4602649006623
"1890","360050233012",1615,111,93.1269349845201
"1891","360050233014",753,49,93.4926958831341
"1892","360050233021",1582,100,93.6788874841972
"1893","360050233022",1992,120,93.9759036144578
"1894","360050235011",1661,118,92.8958458759783
"1895","360050235012",972,37,96.1934156378601
"1896","360050235013",937,61,93.4898612593383
"1897","360050235021",1857,105,94.3457189014539
"1898","360050235022",902,73,91.9068736141907
"1899","360050235023",693,45,93.5064935064935
"1900","360050235024",965,86,91.0880829015544
"1901","360050236001",1132,302,73.321554770318
"1902","360050236002",1072,266,75.1865671641791
"1903","360050237021",1179,96,91.8575063613232
"1904","360050237031",2656,205,92.2816265060241
"1905","360470261001",1357,418,69.1967575534267
"1906","360470261003",1395,381,72.6881720430108
"1907","360470261004",1286,355,72.3950233281493
"1908","360470262001",1456,390,73.2142857142857
"1909","360470262002",1270,266,79.0551181102362
"1910","360470264001",851,243,71.4453584018801
"1911","360470264003",1744,558,68.0045871559633
"1912","360470264004",1382,402,70.9117221418234
"1913","360470265003",1080,215,80.0925925925926
"1914","360470266001",1306,413,68.3767228177642
"1915","360470266002",1551,542,65.0548033526757
"1916","360470267001",1032,318,69.1860465116279
"1917","360470267002",1021,303,70.3232125367287
"1918","360470267004",1088,323,70.3125
"1919","360470268001",1254,467,62.7591706539075
"1920","360470268003",1498,555,62.9506008010681
"1921","360470268004",964,483,49.896265560166
"1922","360470269002",909,210,76.8976897689769
"1923","360470269003",1170,301,74.2735042735043
"1924","360470270002",1302,676,48.0798771121352
"1925","360470271002",1273,136,89.3165750196386
"1926","360470272001",1116,443,60.3046594982079
"1927","360470272003",1140,552,51.5789473684211
"1928","360470273001",736,187,74.5923913043478
"1929","360470273003",1721,231,86.5775711795468
"1930","360470274001",1263,445,64.7664291369755
"1931","360470275001",775,251,67.6129032258064
"1932","360470275002",1220,340,72.1311475409836
"1933","360470275004",1095,320,70.7762557077626
"1934","360470276001",1392,368,73.5632183908046
"1935","360470276002",1197,405,66.1654135338346
"1936","360470276003",1297,474,63.4541249036237
"1937","360470277001",1443,113,92.1690921690922
"1938","360470277002",985,251,74.5177664974619
"1939","360470277003",570,132,76.8421052631579
"1940","360470277004",1353,123,90.9090909090909
"1941","360470278001",1797,876,51.2520868113522
"1942","360470278002",1745,651,62.6934097421203
"1943","360470279001",1035,255,75.3623188405797
"1944","360470279002",912,149,83.6622807017544
"1945","360470279003",909,177,80.5280528052805
"1946","360470279004",818,198,75.7946210268949
"1947","360470626002",2189,1199,45.2261306532663
"1948","360470628002",1425,1029,27.7894736842105
"1949","360470628003",924,738,20.1298701298701
"1950","360470632001",807,652,19.2069392812887
"1951","360470636001",1317,876,33.4851936218679
"1952","360470638001",675,456,32.4444444444444
"1953","360470640001",934,743,20.4496788008565
"1954","360470640002",686,540,21.2827988338192
"1955","360470642002",1359,1067,21.486387049301
"1956","360470644001",1384,1010,27.0231213872832
"1957","360470644003",1257,853,32.140015910899
"1958","360470646001",977,800,18.1166837256909
"1959","360470648001",1193,590,50.544844928751
"1960","360470648002",800,590,26.25
"1961","360470650002",984,210,78.6585365853659
"1962","360470652001",1197,770,35.672514619883
"1963","360470654002",872,640,26.605504587156
"1964","360470656001",888,647,27.1396396396396
"1965","360470656002",907,698,23.0429988974642
"1966","360470658001",878,589,32.9157175398633
"1967","360470658002",966,625,35.3002070393375
"1968","360470660001",859,621,27.7066356228172
"1969","360470660002",903,659,27.0210409745293
"1970","360470662001",1497,890,40.5477621910488
"1971","360470666000",0,0,NA
"1972","360470666001",1,0,100
"1973","360470670001",816,130,84.0686274509804
"1974","360470670002",2060,382,81.4563106796116
"1975","360470672001",1435,141,90.1742160278746
"1976","360470674001",1075,168,84.3720930232558
"1977","360470674002",917,97,89.4220283533261
"1978","360470676001",892,79,91.1434977578475
"1979","360470678001",1633,132,91.9167176974893
"1980","360470678002",1241,162,86.9460112812248
"1981","360470680002",1025,134,86.9268292682927
"1982","360470682001",1220,210,82.7868852459016
"1983","360470686001",764,311,59.2931937172775
"1984","360470686002",985,446,54.7208121827411
"1985","360470688002",837,212,74.6714456391876
"1986","360470690001",836,127,84.8086124401914
"1987","360470692001",1609,154,90.4288377874456
"1988","360470696011",1546,624,59.6377749029754
"1989","360610063002",1382,1159,16.1360347322721
"1990","360610063003",1399,1152,17.6554681915654
"1991","360610063004",871,735,15.6142365097589
"1992","360610064001",2146,1436,33.0848089468779
"1993","360610064002",1725,1297,24.8115942028986
"1994","360610064004",1427,971,31.9551506657323
"1995","360610064005",1391,990,28.8281811646298
"1996","360610065001",1847,1238,32.9723876556578
"1997","360610065002",1176,807,31.3775510204082
"1998","360610065004",1258,983,21.8600953895072
"1999","360610065005",1252,974,22.2044728434505
"2000","360610066002",1234,498,59.6434359805511
"2001","360610066003",1541,1112,27.8390655418559
"2002","360610066005",1341,809,39.6718866517524
"2003","360610066006",1211,815,32.7002477291495
"2004","360610066008",1511,638,57.776307081403
"2005","360610066009",1333,644,51.6879219804951
"2006","360610067002",1631,1318,19.1906805640711
"2007","360610067003",944,781,17.2669491525424
"2008","360610068001",1137,760,33.1574318381706
"2009","360610068002",846,623,26.3593380614657
"2010","360610068004",2086,1000,52.0613614573346
"2011","360610068005",696,495,28.8793103448276
"2012","360610069000",0,0,NA
"2013","360610069001",1420,1032,27.3239436619718
"2014","360610069003",0,0,NA
"2015","360610070011",833,510,38.7755102040816
"2016","360610070012",1792,1285,28.2924107142857
"2017","360610070014",872,583,33.1422018348624
"2018","360610070021",1318,917,30.4248861911988
"2019","360610070023",1435,1054,26.5505226480836
"2020","360610070024",1126,838,25.5772646536412
"2021","360610071002",1232,1065,13.5551948051948
"2022","360610071003",983,803,18.3112919633774
"2023","360610071004",1449,1180,18.5645272601794
"2024","360610071005",1226,990,19.2495921696574
"2025","360610072001",1076,842,21.7472118959108
"2026","360610072002",1207,861,28.6661143330572
"2027","360610072003",1425,909,36.2105263157895
"2028","360610072004",2050,1413,31.0731707317073
"2029","360610072005",1771,1319,25.5223037831733
"2030","360610245001",1856,253,86.3685344827586
"2031","360610245002",1928,436,77.3858921161826
"2032","360610245004",2336,362,84.5034246575342
"2033","360610245006",1559,200,87.1712636305324
"2034","360610245007",1621,303,81.3078346699568
"2035","360610247001",1315,470,64.2585551330799
"2036","360610247002",1389,354,74.5140388768899
"2037","360610247004",1358,171,87.4079528718704
"2038","360610247005",1172,293,75
"2039","360610251001",1140,177,84.4736842105263
"2040","360610251002",1147,184,83.9581517000872
"2041","360610253002",1626,219,86.5313653136531
"2042","360610253003",1737,283,83.7075417386298
"2043","360610253005",1831,528,71.1632987438558
"2044","360610253006",1824,550,69.8464912280702
"2045","360610255001",2044,787,61.4970645792564
"2046","360610255002",1146,488,57.4171029668412
"2047","360610257001",1009,319,68.384539147671
"2048","360610257003",1799,622,65.4252362423569
"2049","360610259001",2248,517,77.0017793594306
"2050","360610261001",2262,248,89.0362511052166
"2051","360610261002",1432,89,93.7849162011173
"2052","360610261004",1525,189,87.6065573770492
"2053","360610261005",1569,138,91.2045889101339
"2054","360610261006",906,92,89.8454746136865
"2055","360610261007",1656,174,89.4927536231884
"2056","360610263001",2089,272,86.9794159885112
"2057","360610263002",1403,184,86.8852459016393
"2058","360610263003",1487,228,84.6671149966375
"2059","360610263004",1679,403,75.9976176295414
"2060","360610263005",1311,255,80.5491990846682
"2061","360610265001",1019,442,56.6241413150147
"2062","360610265002",1793,515,71.2771890686001
"2063","360610265003",975,519,46.7692307692308
"2064","360610265004",2091,560,73.2185557149689
"2065","360610265005",972,415,57.3045267489712
"2066","360610267001",2083,1226,41.1425828132501
"2067","360610269002",1483,267,81.9959541469993
"2068","360610269003",778,79,89.8457583547558
"2069","360610269005",1729,237,86.2926547137073
"2070","360610269006",1451,193,86.6988283942109
"2071","360810151002",1483,829,44.09979770735
"2072","360810152001",1311,118,90.9992372234935
"2073","360810153001",1128,592,47.5177304964539
"2074","360810153002",1003,619,38.2851445663011
"2075","360810154002",1393,50,96.4106245513281
"2076","360810155001",1520,845,44.4078947368421
"2077","360810156001",1365,55,95.970695970696
"2078","360810156002",1845,49,97.3441734417344
"2079","360810157001",1655,643,61.1480362537764
"2080","360810158011",1268,36,97.1608832807571
"2081","360810158012",1215,32,97.3662551440329
"2082","360810158013",1334,38,97.1514242878561
"2083","360810158021",1447,48,96.682791983414
"2084","360810158022",1613,30,98.1401115933044
"2085","360810158023",1547,59,96.1861667744021
"2086","360810159001",1050,608,42.0952380952381
"2087","360810159002",1245,623,49.9598393574297
"2088","360810159003",456,222,51.3157894736842
"2089","360810159004",1259,793,37.0135027799841
"2090","360810161001",1050,518,50.6666666666667
"2091","360810161002",1241,284,77.1152296535052
"2092","360810163002",858,101,88.2284382284382
"2093","360810163003",2340,273,88.3333333333333
"2094","360810164002",2008,57,97.1613545816733
"2095","360810166001",2140,89,95.8411214953271
"2096","360810168001",1416,64,95.4802259887006
"2097","360810168002",1348,81,93.9910979228487
"2098","360810169002",1480,744,49.7297297297297
"2099","360810169004",1045,582,44.3062200956938
"2100","360810170001",1429,52,96.3610916724983
"2101","360810171011",36,11,69.4444444444444
"2102","360810171021",27,1,96.2962962962963
"2103","360810172002",767,23,97.0013037809648
"2104","360810174001",1050,23,97.8095238095238
"2105","360810176001",1098,30,97.2677595628415
"2106","360810176002",1083,48,95.5678670360111
"2107","360810178002",995,26,97.3869346733668
"2108","360810179011",986,364,63.0831643002028
"2109","360810180001",1365,107,92.1611721611722
"2110","360810181011",1009,399,60.4558969276511
"2111","360810181013",1470,498,66.1224489795918
"2112","360810181021",1133,647,42.8949691085613
"2113","360810729001",772,331,57.1243523316062
"2114","360810729002",718,290,59.6100278551532
"2115","360810731001",761,398,47.700394218134
"2116","360810731002",789,420,46.7680608365019
"2117","360810737001",919,424,53.8628944504897
"2118","360810737002",1358,810,40.3534609720177
"2119","360810739001",1028,613,40.3696498054475
"2120","360810739002",810,459,43.3333333333333
"2121","360810739003",1401,781,44.2541042112777
"2122","360810739004",1195,676,43.4309623430962
"2123","360810739005",1114,611,45.1526032315978
"2124","360810741001",620,318,48.7096774193548
"2125","360810741002",1045,529,49.377990430622
"2126","360810741003",666,370,44.4444444444444
"2127","360810741004",833,490,41.1764705882353
"2128","360810743001",649,220,66.1016949152542
"2129","360810743003",1573,885,43.7380801017165
"2130","360810745001",2164,969,55.2218114602588
"2131","360810745002",1495,840,43.8127090301003
"2132","360810747002",1220,295,75.8196721311475
"2133","360810749001",763,440,42.3328964613368
"2134","360810757011",2004,881,56.0379241516966
"2135","360810757012",1526,774,49.2791612057667
"2136","360810757021",1637,918,43.9218081857056
"2137","360810757022",1624,926,42.9802955665025
"2138","360810769011",2105,1140,45.8432304038005
"2139","360810769012",2169,1250,42.3697556477639
"2140","360810773001",1127,516,54.2147293700089
"2141","360810773002",571,266,53.415061295972
"2142","360810775001",807,464,42.5030978934325
"2143","360810775002",742,420,43.3962264150943
"2144","360810779021",891,790,11.3355780022447
"2145","360810779022",1560,1418,9.1025641025641
"2146","360810779024",689,190,72.4238026124819
"2147","360810779025",891,658,26.1503928170595
"2148","360810779032",1040,394,62.1153846153846
"2149","360810779033",1138,611,46.3093145869947
"2150","360810779042",2073,1046,49.5417269657501
"2151","360810779043",1883,777,58.7360594795539
"2152","360810779051",1795,675,62.3955431754875
"2153","360810779061",2147,437,79.646017699115
"2154","360850132033",2045,1749,14.4743276283619
"2155","360850132041",1323,1096,17.1579743008314
"2156","360850132042",2278,1791,21.3784021071115
"2157","360850132043",1454,1111,23.5900962861073
"2158","360850133011",1631,185,88.6572654812998
"2159","360850133021",888,136,84.6846846846847
"2160","360850133022",1094,171,84.3692870201097
"2161","360850133023",1751,251,85.665334094803
"2162","360850134001",1216,813,33.141447368421
"2163","360850134002",1186,911,23.1871838111298
"2164","360850138001",1026,917,10.6237816764133
"2165","360850138002",1444,1293,10.4570637119114
"2166","360850138004",1312,1059,19.2835365853659
"2167","360850138005",1117,866,22.4709042076992
"2168","360850141002",1463,475,67.5324675324675
"2169","360850146041",1542,1313,14.8508430609598
"2170","360850146043",2269,1823,19.656236227413
"2171","360850146044",1168,995,14.8116438356164
"2172","360850146052",1933,1642,15.0543197102949
"2173","360850146061",1741,1459,16.1975875933372
"2174","360850146063",1291,1091,15.4918667699458
"2175","360850146064",1161,983,15.3316106804479
"2176","360850146072",2066,1651,20.0871248789932
"2177","360850146081",1870,1518,18.8235294117647
"2178","360850147001",613,516,15.8238172920065
"2179","360850147002",1719,1352,21.3496218731821
"2180","360850151001",1966,1297,34.028484231943
"2181","360850151002",719,578,19.6105702364395
"2182","360850151004",1009,804,20.3171456888008
"2183","360850154000",0,0,NA
"2184","360850154001",5,3,40
"2185","360850156012",1046,883,15.5831739961759
"2186","360850156013",1053,849,19.3732193732194
"2187","360850156015",1182,1058,10.4906937394247
"2188","360850156016",1089,947,13.0394857667585
"2189","360850156022",920,801,12.9347826086957
"2190","360850156023",757,688,9.11492734478203
"2191","360850156030",0,0,NA
"2192","360850156031",1158,960,17.0984455958549
"2193","360850156033",1772,1390,21.5575620767494
"2194","360850169011",1337,898,32.8347045624533
"2195","360050237032",1342,160,88.0774962742176
"2196","360050237033",1088,57,94.7610294117647
"2197","360050237042",1867,127,93.1976432779861
"2198","360050237043",1309,94,92.8189457601222
"2199","360050238002",1326,350,73.604826546003
"2200","360050238003",1286,396,69.2068429237947
"2201","360050239002",1488,99,93.3467741935484
"2202","360050239004",744,32,95.6989247311828
"2203","360050239005",1108,55,95.0361010830325
"2204","360050239007",999,78,92.1921921921922
"2205","360050240001",2311,343,85.1579402855907
"2206","360050240003",1426,189,86.7461430575035
"2207","360050241001",1380,93,93.2608695652174
"2208","360050241003",1347,53,96.0653303637713
"2209","360050241004",890,42,95.2808988764045
"2210","360050243001",1369,99,92.7684441197955
"2211","360050243002",1507,99,93.4306569343066
"2212","360050243004",1655,120,92.7492447129909
"2213","360050244001",981,434,55.7594291539246
"2214","360050245011",1789,155,91.3359418669648
"2215","360050245012",1116,85,92.3835125448029
"2216","360050245014",1171,80,93.1682322801025
"2217","360050245021",1563,94,93.9859245041587
"2218","360050245023",1688,58,96.563981042654
"2219","360050246002",1143,562,50.8311461067367
"2220","360050247001",812,41,94.9507389162562
"2221","360050248001",1199,485,59.5496246872394
"2222","360050248002",1392,659,52.6580459770115
"2223","360050249001",4,0,100
"2224","360050250001",1605,928,42.1806853582555
"2225","360050251001",1117,52,95.3446732318711
"2226","360050251002",1008,35,96.5277777777778
"2227","360050251003",855,41,95.2046783625731
"2228","360050251004",803,26,96.7621419676214
"2229","360050251005",1867,122,93.4654525977504
"2230","360050251006",281,28,90.0355871886121
"2231","360050251007",993,68,93.1520644511581
"2232","360050252001",1477,765,48.2058226134056
"2233","360050252002",1205,509,57.7593360995851
"2234","360050253001",2203,155,92.9641398093509
"2235","360050253002",1609,145,90.9881914232442
"2236","360050253003",1496,89,94.0508021390374
"2237","360470280000",0,0,NA
"2238","360470280001",748,271,63.7700534759358
"2239","360470280002",1114,338,69.6588868940754
"2240","360470281002",1224,205,83.2516339869281
"2241","360470281003",1873,485,74.1057127602776
"2242","360470282001",1540,765,50.3246753246753
"2243","360470282002",1103,420,61.9220308250227
"2244","360470283001",1261,217,82.7914353687549
"2245","360470283003",1366,212,84.4802342606149
"2246","360470284001",1271,686,46.0267505900865
"2247","360470284003",1657,473,71.4544357272179
"2248","360470286000",0,0,NA
"2249","360470286001",1341,560,58.2401193139448
"2250","360470286003",1184,420,64.527027027027
"2251","360470286004",967,269,72.182006204757
"2252","360470287001",1208,424,64.9006622516556
"2253","360470287002",536,137,74.4402985074627
"2254","360470288001",1096,503,54.1058394160584
"2255","360470288002",1316,544,58.6626139817629
"2256","360470289001",847,230,72.8453364817001
"2257","360470289002",1093,326,70.1738334858188
"2258","360470289004",1266,185,85.3870458135861
"2259","360470290001",1165,780,33.0472103004292
"2260","360470290003",1852,792,57.2354211663067
"2261","360470291002",1046,253,75.8126195028681
"2262","360470291003",895,118,86.8156424581006
"2263","360470292001",1490,588,60.5369127516779
"2264","360470292002",1291,539,58.2494190549961
"2265","360470293001",696,35,94.9712643678161
"2266","360470293002",871,91,89.5522388059701
"2267","360470293004",897,204,77.257525083612
"2268","360470294000",0,0,NA
"2269","360470294001",2298,1225,46.6927763272411
"2270","360470295001",974,258,73.5112936344969
"2271","360470295002",1004,212,78.8844621513944
"2272","360470295003",944,242,74.364406779661
"2273","360470295004",929,257,72.3358449946179
"2274","360470296001",1451,832,42.6602343211578
"2275","360470296002",1668,822,50.7194244604317
"2276","360470296003",1575,765,51.4285714285714
"2277","360470296004",1299,601,53.7336412625096
"2278","360470297001",1067,229,78.5379568884724
"2279","360470696012",2386,567,76.2363788767812
"2280","360470696022",2390,1180,50.6276150627615
"2281","360470696023",2862,1757,38.6093640810622
"2282","360470698002",750,566,24.5333333333333
"2283","360470700001",676,550,18.6390532544379
"2284","360470702011",773,720,6.85640362225097
"2285","360470702012",896,821,8.37053571428571
"2286","360470702014",1938,1726,10.9391124871001
"2287","360470702015",2074,1806,12.9218900675024
"2288","360470702021",21,12,42.8571428571429
"2289","360470702030",0,0,NA
"2290","360470706011",907,816,10.0330760749724
"2291","360470706012",1796,1589,11.5256124721604
"2292","360470706021",4,2,50
"2293","360470720001",2205,101,95.4195011337868
"2294","360470722002",1214,45,96.2932454695222
"2295","360470724001",1039,9,99.1337824831569
"2296","360470726001",2582,93,96.3981409759876
"2297","360470728002",1078,58,94.6196660482375
"2298","360470730001",1316,69,94.7568389057751
"2299","360470732001",1162,41,96.4716006884682
"2300","360470732002",1011,34,96.6369930761622
"2301","360470734001",800,35,95.625
"2302","360470734002",1018,33,96.7583497053045
"2303","360470736001",1413,64,95.4706298655343
"2304","360470736002",947,49,94.8257655755016
"2305","360470736003",1113,83,92.5426774483378
"2306","360470738001",1275,437,65.7254901960784
"2307","360470738002",1007,395,60.7745779543198
"2308","360470738003",1008,156,84.5238095238095
"2309","360470740001",1720,86,95
"2310","360470740002",1726,239,86.1529548088065
"2311","360470742001",1833,856,53.3006001091108
"2312","360470742002",1190,437,63.2773109243697
"2313","360470744001",1329,1216,8.50263355906697
"2314","360470746001",1206,563,53.3167495854063
"2315","360470746002",894,793,11.2975391498881
"2316","360470748002",940,463,50.7446808510638
"2317","360470750001",1490,1265,15.1006711409396
"2318","360470752001",1042,961,7.77351247600768
"2319","360470754002",685,662,3.35766423357664
"2320","360470758001",873,789,9.62199312714777
"2321","360610072006",908,678,25.3303964757709
"2322","360610072007",921,651,29.3159609120521
"2323","360610073001",883,689,21.9705549263873
"2324","360610073002",739,611,17.3207036535859
"2325","360610073003",1337,1121,16.1555721765146
"2326","360610073004",1422,1188,16.4556962025316
"2327","360610073005",623,545,12.5200642054575
"2328","360610074001",1416,1075,24.0819209039548
"2329","360610074002",829,604,27.1411338962606
"2330","360610074004",720,544,24.4444444444444
"2331","360610074005",1392,722,48.132183908046
"2332","360610075001",1683,1357,19.3701723113488
"2333","360610075002",1575,1315,16.5079365079365
"2334","360610076001",2228,853,61.7145421903052
"2335","360610076002",693,373,46.1760461760462
"2336","360610077002",1167,969,16.9665809768638
"2337","360610077004",1224,1019,16.7483660130719
"2338","360610077005",974,811,16.735112936345
"2339","360610078002",1105,719,34.9321266968326
"2340","360610078003",729,513,29.6296296296296
"2341","360610078005",681,413,39.3538913362702
"2342","360610078006",1982,1068,46.1150353178607
"2343","360610079000",0,0,NA
"2344","360610079001",1082,852,21.2569316081331
"2345","360610079003",1153,964,16.3920208152645
"2346","360610079004",999,831,16.8168168168168
"2347","360610080002",716,599,16.340782122905
"2348","360610080003",1400,1049,25.0714285714286
"2349","360610080005",23,4,82.6086956521739
"2350","360610080006",1236,902,27.0226537216829
"2351","360610081002",1635,1175,28.1345565749235
"2352","360610081003",820,612,25.3658536585366
"2353","360610081005",1450,999,31.1034482758621
"2354","360610081006",974,729,25.1540041067762
"2355","360610082002",1380,772,44.0579710144928
"2356","360610082003",1250,962,23.04
"2357","360610083002",841,609,27.5862068965517
"2358","360610083003",2106,622,70.4653371320038
"2359","360610084001",33,7,78.7878787878788
"2360","360610084002",1952,797,59.1700819672131
"2361","360610086010",0,0,NA
"2362","360610271002",1554,219,85.9073359073359
"2363","360610271003",1823,479,73.7246297312123
"2364","360610271005",1445,876,39.3771626297578
"2365","360610273001",1735,1155,33.4293948126801
"2366","360610273003",2329,1485,36.2387290682696
"2367","360610273004",1295,846,34.6718146718147
"2368","360610275001",1195,874,26.8619246861925
"2369","360610275002",1868,1275,31.745182012848
"2370","360610277002",1470,216,85.3061224489796
"2371","360610277003",1666,196,88.2352941176471
"2372","360610279001",903,461,48.9479512735327
"2373","360610279002",1501,144,90.4063957361759
"2374","360610279004",1645,413,74.8936170212766
"2375","360610279006",1765,306,82.6628895184136
"2376","360610279007",878,138,84.2824601366743
"2377","360610281002",2264,1566,30.8303886925795
"2378","360610283001",726,196,73.0027548209366
"2379","360610283003",1470,425,71.0884353741497
"2380","360610283004",2258,400,82.2852081488043
"2381","360610285002",1747,223,87.2352604464797
"2382","360610287000",0,0,NA
"2383","360610287001",665,345,48.1203007518797
"2384","360610287003",1709,453,73.4932709186659
"2385","360610291001",1741,215,87.6507754164273
"2386","360610291003",1596,147,90.7894736842105
"2387","360610291004",1642,197,88.0024360535932
"2388","360610291005",1518,127,91.6337285902503
"2389","360610291006",1857,144,92.2455573505654
"2390","360610291007",1182,218,81.5566835871404
"2391","360610293001",1839,220,88.036976617727
"2392","360610293002",1298,107,91.7565485362096
"2393","360610293003",1708,180,89.4613583138173
"2394","360610293004",1774,322,81.8489289740699
"2395","360610293005",1416,165,88.3474576271186
"2396","360610295001",1961,920,53.0851606323304
"2397","360610295002",1266,445,64.8499210110585
"2398","360610295003",1983,579,70.8018154311649
"2399","360610295004",1829,757,58.6112629852378
"2400","360610297000",0,0,NA
"2401","360610297001",16,0,100
"2402","360610299000",0,0,NA
"2403","360810181023",1425,710,50.1754385964912
"2404","360810182001",1386,81,94.1558441558442
"2405","360810183001",867,596,31.2572087658593
"2406","360810183002",1062,450,57.6271186440678
"2407","360810183004",1550,513,66.9032258064516
"2408","360810183005",1167,433,62.8963153384747
"2409","360810184021",1282,10,99.2199687987519
"2410","360810184022",1130,20,98.2300884955752
"2411","360810185012",1355,656,51.5867158671587
"2412","360810185013",1290,316,75.5038759689922
"2413","360810185021",751,426,43.2756324900133
"2414","360810185022",1599,496,68.9806128830519
"2415","360810185023",1103,544,50.6799637352674
"2416","360810186001",1802,73,95.9489456159822
"2417","360810187001",1221,322,73.6281736281736
"2418","360810187002",1114,364,67.3249551166966
"2419","360810187003",1276,409,67.9467084639498
"2420","360810188001",1510,33,97.8145695364238
"2421","360810189001",1101,395,64.1235240690282
"2422","360810189002",1384,406,70.6647398843931
"2423","360810189003",972,296,69.5473251028807
"2424","360810190001",1153,53,95.4032957502168
"2425","360810190002",1292,23,98.2198142414861
"2426","360810192002",1138,15,98.6818980667838
"2427","360810194001",1220,46,96.2295081967213
"2428","360810196001",1791,30,98.3249581239531
"2429","360810198001",1125,29,97.4222222222222
"2430","360810198002",1466,35,97.612551159618
"2431","360810199011",863,151,82.5028968713789
"2432","360810199012",225,65,71.1111111111111
"2433","360810199022",3,1,66.6666666666667
"2434","360810199031",0,0,NA
"2435","360810204001",1049,67,93.6129647283127
"2436","360810204002",1229,38,96.9080553295362
"2437","360810205002",953,209,78.0692549842602
"2438","360810206001",2046,168,91.7888563049853
"2439","360810208002",2074,182,91.2246865959499
"2440","360810212001",1028,88,91.4396887159533
